formulary_code,formulary_name,plan_code,market_segment,carrier,pbm,formulary_type,tier_count,coverage_level,effective_date,termination_date,region,drug_count,prior_auth_pct,step_therapy_pct,quantity_limit_pct,is_active
FORM-MEDI-KAIS-2024-2298,KAISER MEDICARE_ADVANTAGE Enhanced 4-Tier Formulary 2024,FEHB_BASIC_001,MEDICARE_ADVANTAGE,KAISER,MEDIMPACT,ENHANCED,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,2296,13,10,22,true
FORM-MEDI-HUMA-2024-2299,HUMANA MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,EMP_PREM_001,MEDICARE_ADVANTAGE,HUMANA,NAVITUS,ENHANCED,5,BASIC,2024-01-01,2024-12-31,NATIONAL,2500,23,12,18,true
FORM-MEDI-UNIT-2024-2300,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,PBMCO_STD_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,CVS_CAREMARK,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,3031,24,8,24,true
FORM-MEDI-AETN-2024-2301,AETNA MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,COMM_GOLD_001,MEDICARE_ADVANTAGE,AETNA,HUMANA_PHARMACY,BASIC,4,BASIC,2024-01-01,2024-12-31,NATIONAL,2314,5,4,21,true
FORM-MEDI-WELL-2024-2302,WELLCARE MEDICARE_ADVANTAGE Basic 5-Tier Formulary 2024,MCAID_STD_001,MEDICARE_ADVANTAGE,WELLCARE,EXPRESS_SCRIPTS,BASIC,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,1729,17,7,18,true
FORM-MEDI-CENT-2024-2303,CENTENE MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,FEHB_PREM_001,MEDICARE_ADVANTAGE,CENTENE,PRIME_THERAPEUTICS,STANDARD,5,BASIC,2024-01-01,2024-12-31,NATIONAL,3534,18,13,11,false
FORM-MEDI-WELL-2024-2304,WELLCARE MEDICARE_ADVANTAGE Basic 5-Tier Formulary 2024,EXCH_GOLD_001,MEDICARE_ADVANTAGE,WELLCARE,ELIXIR,BASIC,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,1127,8,4,12,true
FORM-MEDI-KAIS-2024-2305,KAISER MEDICARE_ADVANTAGE Enhanced 3-Tier Formulary 2024,COMM_BRON_001,MEDICARE_ADVANTAGE,KAISER,ENVOLVE_PHARMACY,ENHANCED,3,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,3916,15,5,28,true
FORM-MEDI-UNIT-2024-2306,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,TRICARE_PRM_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,MAGELLAN_RX,STANDARD,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,2581,13,9,18,true
FORM-MEDI-CIGN-2024-2307,CIGNA MEDICARE_ADVANTAGE Specialty 5-Tier Formulary 2024,EXCH_SILV_001,MEDICARE_ADVANTAGE,CIGNA,ELIXIR,SPECIALTY,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,719,23,13,18,true
FORM-MEDI-MOLI-2024-2308,MOLINA MEDICARE_ADVANTAGE Basic 5-Tier Formulary 2024,UNION_PREM_001,MEDICARE_ADVANTAGE,MOLINA,PRIME_THERAPEUTICS,BASIC,5,BASIC,2024-01-01,2024-12-31,NATIONAL,2268,11,7,10,true
FORM-MEDI-BCBS-2024-2309,BCBS MEDICARE_ADVANTAGE Basic 6-Tier Formulary 2024,PBMCO_STD_001,MEDICARE_ADVANTAGE,BCBS,ELIXIR,BASIC,6,STANDARD,2024-01-01,2024-12-31,NATIONAL,1899,8,9,15,true
FORM-MEDI-MOLI-2024-2310,MOLINA MEDICARE_ADVANTAGE Specialty 4-Tier Formulary 2024,TRICARE_STD_001,MEDICARE_ADVANTAGE,MOLINA,EXPRESS_SCRIPTS,SPECIALTY,4,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,1484,25,12,17,true
FORM-MEDI-AETN-2024-2311,AETNA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,PBMCO_STD_001,MEDICARE_ADVANTAGE,AETNA,OPTUM_RX,STANDARD,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,2783,13,6,21,true
FORM-MEDI-MOLI-2024-2312,MOLINA MEDICARE_ADVANTAGE Specialty 5-Tier Formulary 2024,FEHB_BASIC_001,MEDICARE_ADVANTAGE,MOLINA,ENVOLVE_PHARMACY,SPECIALTY,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,956,18,8,18,true
FORM-MEDI-KAIS-2024-2313,KAISER MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,IND_CATAS_001,MEDICARE_ADVANTAGE,KAISER,HUMANA_PHARMACY,STANDARD,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,2530,18,13,10,true
FORM-MEDI-HUMA-2024-2314,HUMANA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,MCARE_PDPB_001,MEDICARE_ADVANTAGE,HUMANA,PRIME_THERAPEUTICS,STANDARD,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,3201,13,14,15,true
FORM-MEDI-UNIT-2024-2315,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,FEHB_PREM_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,CVS_CAREMARK,ENHANCED,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,3317,17,6,21,true
FORM-MEDI-KAIS-2024-2316,KAISER MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,FEHB_PREM_001,MEDICARE_ADVANTAGE,KAISER,ENVOLVE_PHARMACY,STANDARD,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,2152,18,7,18,true
FORM-MEDI-HUMA-2024-2317,HUMANA MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,EXCH_SILV_001,MEDICARE_ADVANTAGE,HUMANA,OPTUM_RX,STANDARD,4,BASIC,2024-01-01,2024-12-31,NATIONAL,3590,12,11,27,true
FORM-MEDI-MOLI-2024-2318,MOLINA MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,TRICARE_STD_001,MEDICARE_ADVANTAGE,MOLINA,MEDIMPACT,BASIC,4,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,1837,23,15,27,true
FORM-MEDI-ANTH-2024-2319,ANTHEM MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,IND_BRON_001,MEDICARE_ADVANTAGE,ANTHEM,NAVITUS,STANDARD,4,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,3351,14,7,12,true
FORM-MEDI-HUMA-2024-2320,HUMANA MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,MCARE_MAPD_001,MEDICARE_ADVANTAGE,HUMANA,NAVITUS,BASIC,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,2254,6,14,16,true
FORM-MEDI-CIGN-2024-2321,CIGNA MEDICARE_ADVANTAGE Standard 3-Tier Formulary 2024,IND_GOLD_001,MEDICARE_ADVANTAGE,CIGNA,ENVOLVE_PHARMACY,STANDARD,3,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2910,9,3,30,true
FORM-MEDI-UNIT-2024-2322,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Enhanced 4-Tier Formulary 2024,PBMCO_STD_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,ENVOLVE_PHARMACY,ENHANCED,4,BASIC,2024-01-01,2024-12-31,NATIONAL,2979,11,8,19,true
FORM-MEDI-MOLI-2024-2323,MOLINA MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,MCARE_MAPD_001,MEDICARE_ADVANTAGE,MOLINA,NAVITUS,STANDARD,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,3107,19,3,19,true
FORM-MEDI-CVS_-2024-2324,CVS_HEALTH MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,COMM_SILV_001,MEDICARE_ADVANTAGE,CVS_HEALTH,ENVOLVE_PHARMACY,STANDARD,5,BASIC,2024-01-01,2024-12-31,NATIONAL,2396,9,10,22,true
FORM-MEDI-ANTH-2024-2325,ANTHEM MEDICARE_ADVANTAGE Standard 3-Tier Formulary 2024,VA_STANDARD_001,MEDICARE_ADVANTAGE,ANTHEM,NAVITUS,STANDARD,3,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,3230,18,15,25,true
FORM-MEDI-MOLI-2024-2326,MOLINA MEDICARE_ADVANTAGE Specialty 4-Tier Formulary 2024,COMM_SILV_001,MEDICARE_ADVANTAGE,MOLINA,OPTUM_RX,SPECIALTY,4,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,972,5,14,25,true
FORM-MEDI-HUMA-2024-2327,HUMANA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,EMP_TRAD_001,MEDICARE_ADVANTAGE,HUMANA,MAGELLAN_RX,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,2136,8,11,11,true
FORM-MEDI-UNIT-2024-2328,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Mail Order 5-Tier Formulary 2024,UNION_PREM_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,ELIXIR,MAIL_ORDER,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2187,9,12,10,true
FORM-MEDI-CENT-2024-2329,CENTENE MEDICARE_ADVANTAGE Specialty 5-Tier Formulary 2024,FEHB_STAND_001,MEDICARE_ADVANTAGE,CENTENE,CVS_CAREMARK,SPECIALTY,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,697,22,11,24,true
FORM-MEDI-BCBS-2024-2330,BCBS MEDICARE_ADVANTAGE Enhanced 6-Tier Formulary 2024,TRICARE_PRM_001,MEDICARE_ADVANTAGE,BCBS,HUMANA_PHARMACY,ENHANCED,6,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,3696,24,6,23,true
FORM-MEDI-ANTH-2024-2331,ANTHEM MEDICARE_ADVANTAGE Specialty 4-Tier Formulary 2024,COMM_BRON_001,MEDICARE_ADVANTAGE,ANTHEM,OPTUM_RX,SPECIALTY,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,991,7,9,10,true
FORM-MEDI-KAIS-2024-2332,KAISER MEDICARE_ADVANTAGE Basic 3-Tier Formulary 2024,EMP_PREM_001,MEDICARE_ADVANTAGE,KAISER,NAVITUS,BASIC,3,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2190,10,9,18,true
FORM-MEDI-AETN-2024-2333,AETNA MEDICARE_ADVANTAGE Specialty 5-Tier Formulary 2024,CHIP_STD_001,MEDICARE_ADVANTAGE,AETNA,HUMANA_PHARMACY,SPECIALTY,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,1006,21,6,20,true
FORM-MEDI-AETN-2024-2334,AETNA MEDICARE_ADVANTAGE Specialty 5-Tier Formulary 2024,FEHB_STAND_001,MEDICARE_ADVANTAGE,AETNA,ENVOLVE_PHARMACY,SPECIALTY,5,BASIC,2024-01-01,2024-12-31,NATIONAL,1463,24,8,13,true
FORM-MEDI-CIGN-2024-2335,CIGNA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,EXCH_SILV_001,MEDICARE_ADVANTAGE,CIGNA,EXPRESS_SCRIPTS,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,2033,12,14,28,true
FORM-MEDI-UNIT-2024-2336,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Specialty 6-Tier Formulary 2024,VA_STANDARD_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,PRIME_THERAPEUTICS,SPECIALTY,6,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,1263,6,8,19,true
FORM-MEDI-CIGN-2024-2337,CIGNA MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,COMM_BRON_001,MEDICARE_ADVANTAGE,CIGNA,CVS_CAREMARK,BASIC,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,2074,15,14,29,true
FORM-MEDI-CIGN-2024-2338,CIGNA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,FEHB_BASIC_001,MEDICARE_ADVANTAGE,CIGNA,ENVOLVE_PHARMACY,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,2935,8,11,25,true
FORM-MEDI-CENT-2024-2339,CENTENE MEDICARE_ADVANTAGE Basic 3-Tier Formulary 2024,COMM_BRON_001,MEDICARE_ADVANTAGE,CENTENE,MEDIMPACT,BASIC,3,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,1165,12,13,10,false
FORM-MEDI-MOLI-2024-2340,MOLINA MEDICARE_ADVANTAGE Specialty 4-Tier Formulary 2024,IND_CATAS_001,MEDICARE_ADVANTAGE,MOLINA,OPTUM_RX,SPECIALTY,4,BASIC,2024-01-01,2024-12-31,NATIONAL,1336,8,9,20,true
FORM-MEDI-CIGN-2024-2341,CIGNA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,COMM_SILV_001,MEDICARE_ADVANTAGE,CIGNA,ELIXIR,STANDARD,5,BASIC,2024-01-01,2024-12-31,NATIONAL,3175,14,8,27,true
FORM-MEDI-KAIS-2024-2342,KAISER MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,EMP_PREM_001,MEDICARE_ADVANTAGE,KAISER,MAGELLAN_RX,STANDARD,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,3321,10,10,20,true
FORM-MEDI-AETN-2024-2343,AETNA MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,TRICARE_STD_001,MEDICARE_ADVANTAGE,AETNA,OPTUM_RX,STANDARD,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,2309,19,9,21,true
FORM-MEDI-BCBS-2024-2344,BCBS MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,UNION_PREM_001,MEDICARE_ADVANTAGE,BCBS,MEDIMPACT,STANDARD,5,BASIC,2024-01-01,2024-12-31,NATIONAL,3341,12,13,21,true
FORM-MEDI-UNIT-2024-2345,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Mail Order 4-Tier Formulary 2024,IND_CATAS_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,MEDIMPACT,MAIL_ORDER,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,2020,7,9,19,true
FORM-MEDI-MOLI-2024-2346,MOLINA MEDICARE_ADVANTAGE Basic 3-Tier Formulary 2024,EMP_TRAD_001,MEDICARE_ADVANTAGE,MOLINA,PRIME_THERAPEUTICS,BASIC,3,STANDARD,2024-01-01,2024-12-31,NATIONAL,1306,21,12,28,true
FORM-MEDI-AETN-2024-2347,AETNA MEDICARE_ADVANTAGE Basic 3-Tier Formulary 2024,FEHB_BASIC_001,MEDICARE_ADVANTAGE,AETNA,MAGELLAN_RX,BASIC,3,BASIC,2024-01-01,2024-12-31,NATIONAL,1570,16,3,30,false
FORM-MEDI-AETN-2024-2348,AETNA MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,TRICARE_PRM_001,MEDICARE_ADVANTAGE,AETNA,HUMANA_PHARMACY,BASIC,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,1986,14,13,28,true
FORM-MEDI-ANTH-2024-2349,ANTHEM MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,EMP_PREM_001,MEDICARE_ADVANTAGE,ANTHEM,MAGELLAN_RX,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,3410,6,8,15,true
FORM-MEDI-ANTH-2024-2350,ANTHEM MEDICARE_ADVANTAGE Basic 6-Tier Formulary 2024,MCARE_MAPD_001,MEDICARE_ADVANTAGE,ANTHEM,OPTUM_RX,BASIC,6,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,1936,8,7,13,true
FORM-MEDI-CIGN-2024-2351,CIGNA MEDICARE_ADVANTAGE Specialty 4-Tier Formulary 2024,IND_BRON_001,MEDICARE_ADVANTAGE,CIGNA,ENVOLVE_PHARMACY,SPECIALTY,4,BASIC,2024-01-01,2024-12-31,NATIONAL,1389,20,7,18,true
FORM-MEDI-UNIT-2024-2352,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,TRICARE_PRM_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,MEDIMPACT,STANDARD,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,2991,22,15,28,true
FORM-MEDI-ANTH-2024-2353,ANTHEM MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,MCAID_EXP_001,MEDICARE_ADVANTAGE,ANTHEM,MEDIMPACT,STANDARD,4,BASIC,2024-01-01,2024-12-31,NATIONAL,3517,23,11,29,true
FORM-MEDI-WELL-2024-2354,WELLCARE MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,IND_BRON_001,MEDICARE_ADVANTAGE,WELLCARE,CVS_CAREMARK,STANDARD,4,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2409,21,10,27,true
FORM-MEDI-AETN-2024-2355,AETNA MEDICARE_ADVANTAGE Specialty 5-Tier Formulary 2024,TRICARE_PRM_001,MEDICARE_ADVANTAGE,AETNA,MAGELLAN_RX,SPECIALTY,5,BASIC,2024-01-01,2024-12-31,NATIONAL,849,8,10,13,true
FORM-MEDI-MOLI-2024-2356,MOLINA MEDICARE_ADVANTAGE Enhanced 6-Tier Formulary 2024,COMM_GOLD_001,MEDICARE_ADVANTAGE,MOLINA,MAGELLAN_RX,ENHANCED,6,LIMITED,2024-01-01,2024-12-31,NATIONAL,3298,16,13,18,true
FORM-MEDI-ANTH-2024-2357,ANTHEM MEDICARE_ADVANTAGE Enhanced 3-Tier Formulary 2024,UNION_PREM_001,MEDICARE_ADVANTAGE,ANTHEM,OPTUM_RX,ENHANCED,3,STANDARD,2024-01-01,2024-12-31,NATIONAL,3860,18,7,26,true
FORM-MEDI-MOLI-2024-2358,MOLINA MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,TRICARE_STD_001,MEDICARE_ADVANTAGE,MOLINA,NAVITUS,ENHANCED,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,2732,11,5,15,true
FORM-MEDI-BCBS-2024-2359,BCBS MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,FEHB_BASIC_001,MEDICARE_ADVANTAGE,BCBS,ENVOLVE_PHARMACY,STANDARD,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,2155,10,13,13,true
FORM-MEDI-UNIT-2024-2360,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Basic 5-Tier Formulary 2024,FEHB_PREM_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,PRIME_THERAPEUTICS,BASIC,5,BASIC,2024-01-01,2024-12-31,NATIONAL,1207,5,13,27,true
FORM-MEDI-AETN-2024-2361,AETNA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,TRICARE_STD_001,MEDICARE_ADVANTAGE,AETNA,PRIME_THERAPEUTICS,STANDARD,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,3051,16,6,17,true
FORM-MEDI-KAIS-2024-2362,KAISER MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,UNION_PREM_001,MEDICARE_ADVANTAGE,KAISER,CVS_CAREMARK,BASIC,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,1790,25,9,10,true
FORM-MEDI-AETN-2024-2363,AETNA MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,UNION_PREM_001,MEDICARE_ADVANTAGE,AETNA,EXPRESS_SCRIPTS,ENHANCED,5,BASIC,2024-01-01,2024-12-31,NATIONAL,2174,18,15,27,true
FORM-MEDI-UNIT-2024-2364,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Enhanced 4-Tier Formulary 2024,MCARE_MAPD_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,MEDIMPACT,ENHANCED,4,BASIC,2024-01-01,2024-12-31,NATIONAL,2045,8,13,11,true
FORM-MEDI-WELL-2024-2365,WELLCARE MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,EXCH_SILV_001,MEDICARE_ADVANTAGE,WELLCARE,MEDIMPACT,ENHANCED,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,3894,18,4,15,true
FORM-MEDI-MOLI-2024-2366,MOLINA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,IND_SILV_001,MEDICARE_ADVANTAGE,MOLINA,HUMANA_PHARMACY,STANDARD,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2102,11,6,24,true
FORM-MEDI-CENT-2024-2367,CENTENE MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,EMP_TRAD_001,MEDICARE_ADVANTAGE,CENTENE,MAGELLAN_RX,STANDARD,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,3068,17,3,24,true
FORM-MEDI-ANTH-2024-2368,ANTHEM MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,UNION_PREM_001,MEDICARE_ADVANTAGE,ANTHEM,ELIXIR,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,2415,11,3,29,true
FORM-MEDI-CENT-2024-2369,CENTENE MEDICARE_ADVANTAGE Enhanced 4-Tier Formulary 2024,EXCH_GOLD_001,MEDICARE_ADVANTAGE,CENTENE,MAGELLAN_RX,ENHANCED,4,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2056,21,7,23,true
FORM-MEDI-ANTH-2024-2370,ANTHEM MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,VA_STANDARD_001,MEDICARE_ADVANTAGE,ANTHEM,ELIXIR,ENHANCED,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,2602,14,15,17,true
FORM-MEDI-KAIS-2024-2371,KAISER MEDICARE_ADVANTAGE Enhanced 4-Tier Formulary 2024,COMM_BRON_001,MEDICARE_ADVANTAGE,KAISER,ELIXIR,ENHANCED,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,2395,11,6,16,true
FORM-MEDI-WELL-2024-2372,WELLCARE MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,COMM_HDHP_001,MEDICARE_ADVANTAGE,WELLCARE,OPTUM_RX,BASIC,4,LIMITED,2024-01-01,2024-12-31,NATIONAL,2423,5,14,11,true
FORM-MEDI-UNIT-2024-2373,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,IND_SILV_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,ENVOLVE_PHARMACY,STANDARD,5,BASIC,2024-01-01,2024-12-31,NATIONAL,3020,17,11,13,true
FORM-MEDI-WELL-2024-2374,WELLCARE MEDICARE_ADVANTAGE Mail Order 5-Tier Formulary 2024,EMP_HDHP_001,MEDICARE_ADVANTAGE,WELLCARE,PRIME_THERAPEUTICS,MAIL_ORDER,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,3735,13,7,27,true
FORM-MEDI-MOLI-2024-2375,MOLINA MEDICARE_ADVANTAGE Basic 4-Tier Formulary 2024,IND_BRON_001,MEDICARE_ADVANTAGE,MOLINA,MAGELLAN_RX,BASIC,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,1108,14,9,21,true
FORM-MEDI-AETN-2024-2376,AETNA MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,MCAID_EXP_001,MEDICARE_ADVANTAGE,AETNA,MEDIMPACT,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,2998,12,6,27,true
FORM-MEDI-HUMA-2024-2377,HUMANA MEDICARE_ADVANTAGE Specialty 3-Tier Formulary 2024,MCARE_PDPB_001,MEDICARE_ADVANTAGE,HUMANA,CVS_CAREMARK,SPECIALTY,3,BASIC,2024-01-01,2024-12-31,NATIONAL,620,24,8,16,true
FORM-MEDI-CVS_-2024-2378,CVS_HEALTH MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,UNION_PREM_001,MEDICARE_ADVANTAGE,CVS_HEALTH,HUMANA_PHARMACY,STANDARD,4,BASIC,2024-01-01,2024-12-31,NATIONAL,3507,23,11,10,true
FORM-MEDI-BCBS-2024-2379,BCBS MEDICARE_ADVANTAGE Standard 6-Tier Formulary 2024,EMP_TRAD_001,MEDICARE_ADVANTAGE,BCBS,NAVITUS,STANDARD,6,STANDARD,2024-01-01,2024-12-31,NATIONAL,3633,14,8,23,true
FORM-MEDI-CENT-2024-2380,CENTENE MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,COMM_BRON_001,MEDICARE_ADVANTAGE,CENTENE,PRIME_THERAPEUTICS,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,2078,24,11,19,true
FORM-MEDI-BCBS-2024-2381,BCBS MEDICARE_ADVANTAGE Mail Order 3-Tier Formulary 2024,FEHB_PREM_001,MEDICARE_ADVANTAGE,BCBS,MAGELLAN_RX,MAIL_ORDER,3,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,3029,18,12,18,false
FORM-MEDI-ANTH-2024-2382,ANTHEM MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,FEHB_STAND_001,MEDICARE_ADVANTAGE,ANTHEM,MEDIMPACT,STANDARD,5,STANDARD,2024-01-01,2024-12-31,NATIONAL,2400,8,15,21,true
FORM-MEDI-CVS_-2024-2383,CVS_HEALTH MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,IND_CATAS_001,MEDICARE_ADVANTAGE,CVS_HEALTH,OPTUM_RX,STANDARD,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,3160,10,7,21,true
FORM-MEDI-UNIT-2024-2384,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,MCARE_PDPE_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,CVS_CAREMARK,STANDARD,4,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,3244,12,11,29,true
FORM-MEDI-CENT-2024-2385,CENTENE MEDICARE_ADVANTAGE Standard 5-Tier Formulary 2024,MCARE_SUPP_001,MEDICARE_ADVANTAGE,CENTENE,PRIME_THERAPEUTICS,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NATIONAL,3501,16,8,23,true
FORM-MEDI-CVS_-2024-2386,CVS_HEALTH MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,COMM_HDHP_001,MEDICARE_ADVANTAGE,CVS_HEALTH,MAGELLAN_RX,STANDARD,4,STANDARD,2024-01-01,2024-12-31,NATIONAL,2037,21,7,20,true
FORM-MEDI-UNIT-2024-2387,UNITED_HEALTHCARE MEDICARE_ADVANTAGE Enhanced 5-Tier Formulary 2024,UNION_PREM_001,MEDICARE_ADVANTAGE,UNITED_HEALTHCARE,OPTUM_RX,ENHANCED,5,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,2620,17,14,24,true
FORM-MEDI-MOLI-2024-2388,MOLINA MEDICARE_ADVANTAGE Standard 4-Tier Formulary 2024,COMM_PLAT_001,MEDICARE_ADVANTAGE,MOLINA,ENVOLVE_PHARMACY,STANDARD,4,COMPREHENSIVE,2024-01-01,2024-12-31,NATIONAL,3827,8,14,13,true
