ndc_code,drug_name,generic_name,strength,dosage_form,route,manufacturer,drug_class,therapeutic_category,is_generic,is_brand,is_specialty,is_controlled,dea_schedule,awp_price,wac_price,mac_price,package_size,package_unit,fda_approval_date,is_active
63511-12963-90,Seroquad,cippril,5%,CREAM,ORAL,AMGEN,NSAID,PAIN_MANAGEMENT,false,true,false,false,,19.69,16.15,,45,ML,1991-10-10,true
12407-12964-54,Xenohct,simprazole,20mg,CAPSULE,INJECTION,BRISTOL_MYERS_SQUIBB,MUSCLE_RELAXANT,PAIN_MANAGEMENT,false,true,false,false,,336.15,275.64,,100,EA,2017-11-22,true
15191-12965-41,Flexsr,risolol,10mg,CAPSULE,RECTAL,BAYER,HORMONE_THERAPY,ONCOLOGY,false,true,false,false,,404.28,331.51,,100,EA,2009-10-01,true
04234-12966-18,Doxtidine,doxtidine,125mg/5ml,SUSPENSION,OTIC,LUPIN,TETRACYCLINE,ANTIBIOTICS,true,false,false,false,,7.50,6.38,5.25,100,ML,2011-10-15,true
62032-12967-15,Napzepam,napzepam,10mg,TABLET,TOPICAL,LUPIN,PSORIASIS_TREATMENT,DERMATOLOGY,true,false,false,false,,23.71,20.15,16.60,100,EA,2010-12-03,true
73994-12968-63,Hyddipine,hyddipine,10mg,TABLET,ORAL,SUN_PHARMA,STATIN,CARDIOVASCULAR,true,false,false,false,,4.98,4.23,3.49,60,EA,2008-06-27,true
47458-12969-63,Provir,provir,0.5%,OINTMENT,ORAL,SUN_PHARMA,SULFONYLUREA,DIABETES,true,false,false,false,,15.08,12.82,10.56,45,ML,1983-01-12,true
59551-12970-66,Endood,hydtriptan,10mg/5ml,SOLUTION,ORAL,AMGEN,ANTIHISTAMINE,RESPIRATORY,false,true,false,false,,364.99,299.29,,480,ML,1995-03-03,true
88271-12971-86,Zolvir,zolvir,100mg,CAPSULE,TOPICAL,TEVA,H2_BLOCKER,GASTROINTESTINAL,true,false,false,false,,6.40,5.44,4.48,500,EA,2019-08-12,true
87809-12972-83,Omcillin,omcillin,40mg,CAPSULE,OTIC,ACTAVIS,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,0.49,0.42,0.34,500,EA,2010-03-10,true
63955-12973-36,Naptriptan,naptriptan,100mg,TABLET,TOPICAL,TEVA,ANTI_INFLAMMATORY_EYE,OPHTHALMOLOGY,true,false,false,false,,21.70,18.45,15.19,100,EA,1998-11-27,true
46408-12974-47,Zoldipine,zoldipine,50mg,TABLET,ORAL,DR_REDDY,FLUOROQUINOLONE,ANTIBIOTICS,true,false,false,false,,47.68,40.53,33.38,100,EA,1997-09-06,false
39640-12975-51,Predprazole,predprazole,50mg,CAPSULE,INHALATION,DR_REDDY,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,true,false,false,false,,16.87,14.34,11.81,30,EA,1999-11-01,true
28471-12976-04,Seroplex,predpril,20mg,TABLET,ORAL,BOEHRINGER_INGELHEIM,TETRACYCLINE,ANTIBIOTICS,false,true,false,false,,192.16,157.57,,100,EA,2019-06-24,true
70080-12977-13,Zololol,zololol,10mg/ml,INJECTION,ORAL,ACTAVIS,NSAID,PAIN_MANAGEMENT,true,false,false,false,,29.57,25.13,20.70,10,ML,2012-11-27,true
10395-12978-65,Closartan,closartan,75mg,CAPSULE,ORAL,SUN_PHARMA,BPH_TREATMENT,UROLOGY,true,false,false,false,,30.28,25.74,21.20,30,EA,1983-06-10,true
31473-12979-41,Parvir,parvir,2%,OINTMENT,ORAL,LUPIN,GLAUCOMA,OPHTHALMOLOGY,true,false,false,false,,4.19,3.56,2.93,45,ML,1998-03-13,true
05739-12980-04,Flupril,flupril,100mg,TABLET,ORAL,SANDOZ,MACROLIDE,ANTIBIOTICS,true,false,false,false,,4.85,4.12,3.39,100,EA,2009-07-21,true
24300-12981-81,Serzepam,serzepam,0.5%,OINTMENT,ORAL,AUROBINDO,VITAMIN,OTHER,true,false,false,false,,27.59,23.45,19.31,45,ML,2014-04-08,true
31986-12982-38,Benazole,benazole,500mg,TABLET,ORAL,CIPLA,FLUOROQUINOLONE,ANTIBIOTICS,true,false,false,false,,18.66,15.86,13.06,30,EA,2004-05-01,true
60150-12983-28,Cipsartan,cipsartan,1%,CREAM,ORAL,TEVA,NSAID,PAIN_MANAGEMENT,true,false,false,false,,25.36,21.56,17.75,45,ML,2020-04-13,true
34372-12984-15,Cefcillin,cefcillin,50mg/ml,INJECTION,TOPICAL,LUPIN,THYROID,ENDOCRINE,true,false,false,false,,46.72,39.71,32.70,25,ML,2009-03-02,true
58645-12985-29,Vitaxr,tamvir,5mg,TABLET,ORAL,ROCHE,OSTEOPOROSIS,ENDOCRINE,false,true,false,false,,299.79,245.83,,500,EA,2009-12-05,true
85732-12986-65,Benfloxacin,benfloxacin,100mcg,INHALER,ORAL,AUROBINDO,PSORIASIS_TREATMENT,DERMATOLOGY,true,false,false,false,,3.28,2.79,2.30,3,ML,1986-08-18,true
34047-12987-03,Immunocare,enazole,40mg,TABLET,ORAL,MERCK,ANTIBIOTIC_EYE,OPHTHALMOLOGY,false,true,false,false,,465.41,381.64,,100,EA,2023-12-17,true
33123-12988-74,Hepaforte,dizepam,100mg,CAPSULE,ORAL,GILEAD,OSTEOPOROSIS,ENDOCRINE,false,true,true,false,,9225.70,7380.56,,500,EA,2022-05-28,true
24766-12989-79,Ketzolam,ketzolam,1%,CREAM,ORAL,DR_REDDY,ACNE_TREATMENT,DERMATOLOGY,true,false,false,false,,2.35,2.00,1.65,45,ML,1986-12-26,true
58901-12990-51,Lipoxr,riscycline,100mg,TABLET,ORAL,JOHNSON_JOHNSON,ANTIHISTAMINE,RESPIRATORY,false,true,false,false,,251.32,206.08,,100,EA,2016-02-05,true
16360-12991-93,Omzepam,omzepam,10mg,TABLET,ORAL,DR_REDDY,OVERACTIVE_BLADDER,UROLOGY,true,false,false,false,,18.50,15.72,12.95,30,EA,2022-01-16,true
82257-12992-45,Ristriptan,ristriptan,500mg,TABLET,TOPICAL,ZYDUS,NSAID,PAIN_MANAGEMENT,true,false,false,false,,19.16,16.29,13.41,500,EA,1994-04-25,true
34155-12993-07,Warvir,warvir,250mg,TABLET,ORAL,ACTAVIS,ANTIPSYCHOTIC,CNS,true,false,false,false,,49.88,42.40,34.92,30,EA,2018-01-20,true
62568-12994-24,Ciptidine,ciptidine,0.1%,OINTMENT,ORAL,CIPLA,NSAID,PAIN_MANAGEMENT,true,false,false,false,,38.85,33.02,27.20,15,ML,1994-09-11,true
83465-12995-86,Metzepam,metzepam,50mg,TABLET,TOPICAL,SANDOZ,ANTIHISTAMINE,RESPIRATORY,true,false,false,false,,7.95,6.76,5.56,500,EA,1999-10-10,true
07518-12996-43,Naptidine,naptidine,75mg,CAPSULE,ORAL,TEVA,CALCIUM_CHANNEL_BLOCKER,CARDIOVASCULAR,true,false,false,false,,48.94,41.60,34.26,30,EA,1993-09-03,true
65597-12997-68,Bendipine,bendipine,50mg,TABLET,TOPICAL,MYLAN,ANTIFUNGAL,DERMATOLOGY,true,false,false,false,,13.50,11.47,9.45,100,EA,2011-09-09,true
96289-12998-59,Zolvir,zolvir,100mg/ml,INJECTION,INHALATION,AUROBINDO,BIOLOGIC,IMMUNOLOGY,true,false,false,false,,5.88,5.00,4.12,25,ML,1997-03-24,true
65939-12999-32,Cloazole,cloazole,40mg,TABLET,OPHTHALMIC,AUROBINDO,BIOLOGIC,IMMUNOLOGY,true,false,false,false,,0.71,0.60,0.50,100,EA,1996-03-05,true
71367-13000-89,Ibucycline,ibucycline,10mg,TABLET,ORAL,ZYDUS,SULFONYLUREA,DIABETES,true,false,false,false,,11.95,10.16,8.36,100,EA,1995-05-20,true
47534-13001-48,Neuroshield,nappril,50mg,TABLET,OTIC,AMGEN,TETRACYCLINE,ANTIBIOTICS,false,true,false,false,,271.22,222.40,,90,EA,2006-09-06,true
53819-13002-43,Hydfloxacin,hydfloxacin,250mg,TABLET,ORAL,MYLAN,ANTICOAGULANT,CARDIOVASCULAR,true,false,false,false,,0.55,0.47,0.39,100,EA,2006-08-23,true
51255-13003-39,Flusartan,flusartan,500mg/5ml,SUSPENSION,INJECTION,ZYDUS,FLUOROQUINOLONE,ANTIBIOTICS,true,false,false,false,,13.42,11.41,9.39,200,ML,1985-11-04,true
31644-13004-43,Zolsartan,zolsartan,75mg,CAPSULE,INJECTION,ZYDUS,FLUOROQUINOLONE,ANTIBIOTICS,true,false,false,false,,33.24,28.25,23.27,500,EA,2002-04-25,true
22479-13005-74,Risazole,risazole,5mg,TABLET,ORAL,MYLAN,ANTIVIRAL,OTHER,true,false,false,false,,24.67,20.97,17.27,30,EA,2021-03-10,true
28848-13006-61,Distatin,distatin,40mg,TABLET,INHALATION,TEVA,DECONGESTANT,RESPIRATORY,true,false,false,false,,20.90,17.76,14.63,30,EA,2014-12-28,true
84233-13007-87,Xenohct,ditriptan,10mg,CAPSULE,ORAL,GLAXOSMITHKLINE,STATIN,CARDIOVASCULAR,false,true,false,false,,400.69,328.57,,90,EA,2016-07-22,true
65919-13008-69,Ketolol,ketolol,10mg,TABLET,ORAL,TEVA,THYROID,ENDOCRINE,true,false,false,false,,6.36,5.41,4.45,500,EA,2006-06-02,true
59686-13009-78,Cefolol,cefolol,75mg,CAPSULE,ORAL,SANDOZ,BIOLOGIC,IMMUNOLOGY,true,false,false,false,,10.25,8.71,7.17,100,EA,2023-09-13,true
05109-13010-53,Zoltriptan,zoltriptan,25mg/ml,INJECTION,ORAL,SUN_PHARMA,CHEMOTHERAPY,ONCOLOGY,true,false,false,false,,10.84,9.21,7.59,5,ML,1994-05-03,true
59902-13011-97,Azazole,azazole,100mg/5ml,SOLUTION,ORAL,ZYDUS,BRONCHODILATOR,RESPIRATORY,true,false,false,false,,8.82,7.50,6.17,240,ML,1999-02-11,true
75741-13012-06,Cardishield,metvir,5mg,TABLET,INJECTION,JOHNSON_JOHNSON,TETRACYCLINE,ANTIBIOTICS,false,true,false,false,,460.79,377.85,,100,EA,2006-06-07,true
44170-13013-45,Hydcillin,hydcillin,50mg,TABLET,INHALATION,MYLAN,PENICILLIN,ANTIBIOTICS,true,false,false,false,,9.03,7.68,6.32,500,EA,2017-04-13,true
22480-13014-13,Levazole,levazole,500mg,TABLET,INJECTION,MYLAN,ACE_INHIBITOR,CARDIOVASCULAR,true,false,false,false,,7.25,6.16,5.07,100,EA,1995-10-26,true
17198-13015-60,Cefzolam,cefzolam,10mg/ml,INJECTION,OTIC,AUROBINDO,SULFONYLUREA,DIABETES,true,false,false,false,,10.67,9.07,7.47,1,ML,2008-12-04,true
76707-13016-35,Xenood,ketazole,200mg,SUPPOSITORY,ORAL,SANOFI,CALCIUM_CHANNEL_BLOCKER,CARDIOVASCULAR,false,true,false,false,,363.07,297.72,,24,ML,1996-03-05,true
14301-13017-87,Doxtriptan,doxtriptan,10mg,TABLET,ORAL,ACTAVIS,CALCIUM_CHANNEL_BLOCKER,CARDIOVASCULAR,true,false,false,false,,19.08,16.22,13.36,90,EA,2003-02-27,true
99867-13018-32,Valtidine,valtidine,50mg/5ml,SOLUTION,ORAL,TEVA,MACROLIDE,ANTIBIOTICS,true,false,false,false,,26.43,22.47,18.50,120,ML,1983-09-14,true
24722-13019-31,Serzepam,serzepam,0.1%,CREAM,OPHTHALMIC,ZYDUS,IMMUNOSUPPRESSANT,IMMUNOLOGY,true,false,false,false,,31.39,26.68,21.97,30,ML,2005-12-15,true
11196-13020-62,Dermmax,cipzolam,25mg/ml,INJECTION,INJECTION,JOHNSON_JOHNSON,CORTICOSTEROID,IMMUNOLOGY,false,true,false,false,,50.80,41.66,,5,ML,2001-11-27,true
33026-13021-27,Neuroduo,ibutidine,5%,CREAM,INJECTION,MERCK,TETRACYCLINE,ANTIBIOTICS,false,true,false,false,,274.15,224.80,,30,ML,2019-03-23,true
26938-13022-58,Hydcycline,hydcycline,100mg,CAPSULE,INJECTION,SANDOZ,OPIOID,PAIN_MANAGEMENT,true,false,false,false,,47.95,40.76,33.56,500,EA,2021-09-17,true
19155-13023-96,Prodipine,prodipine,10mg/ml,INJECTION,ORAL,MYLAN,ANTIPSYCHOTIC,CNS,true,false,false,false,,17.90,15.21,12.53,25,ML,1981-12-23,true
58659-13024-06,Warzepam,warzepam,5mg,TABLET,ORAL,AUROBINDO,ANTACID,GASTROINTESTINAL,true,false,false,false,,6.38,5.42,4.47,100,EA,1988-06-21,true
99339-13025-26,Immunood,kettriptan,5%,OINTMENT,TOPICAL,PFIZER,GLAUCOMA,OPHTHALMOLOGY,false,true,true,false,,2496.00,1996.80,,15,ML,2011-04-11,true
61120-13026-29,Therashield,predzolam,250mg,TABLET,ORAL,GLAXOSMITHKLINE,MACROLIDE,ANTIBIOTICS,false,true,false,false,,306.62,251.43,,90,EA,1991-08-16,true
10848-13027-13,Seroduo,entriptan,5mg,TABLET,ORAL,PFIZER,BIOLOGIC,IMMUNOLOGY,false,true,false,false,,78.25,64.16,,100,EA,2012-01-24,true
27875-13028-03,Vitasr,ventriptan,0.1%,OINTMENT,INHALATION,MERCK,DECONGESTANT,RESPIRATORY,false,true,false,false,,268.18,219.91,,45,ML,2000-07-13,false
87754-13029-38,Hydsartan,hydsartan,100mg,TABLET,ORAL,ZYDUS,ANTIFUNGAL,DERMATOLOGY,true,false,false,false,,49.24,41.85,34.47,500,EA,2022-04-01,true
44853-13030-87,Valpril,valpril,250mg/ml,INJECTION,ORAL,LUPIN,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,33.20,28.22,23.24,1,ML,1988-03-08,true
80625-13031-14,Cardicr,amstatin,50mg/5ml,SOLUTION,ORAL,GLAXOSMITHKLINE,ANTICOAGULANT,CARDIOVASCULAR,false,true,false,false,,76.17,62.46,,120,ML,2013-05-16,true
60930-13032-38,Disartan,disartan,25mg,TABLET,ORAL,AUROBINDO,ACE_INHIBITOR,CARDIOVASCULAR,true,false,false,false,,41.99,35.69,29.39,30,EA,2009-11-07,true
66891-13033-50,Flexxr,doxzolam,10mg/5ml,SOLUTION,INHALATION,JOHNSON_JOHNSON,ED_TREATMENT,UROLOGY,false,true,false,false,,134.09,109.95,,240,ML,2018-07-03,true
08991-13034-89,Tamazole,tamazole,10mg/ml,INJECTION,ORAL,AUROBINDO,TETRACYCLINE,ANTIBIOTICS,true,false,false,false,,44.12,37.50,30.88,5,ML,2008-06-24,false
78925-13035-27,Ibusartan,ibusartan,20mg,TABLET,ORAL,SUN_PHARMA,FLUOROQUINOLONE,ANTIBIOTICS,true,false,false,false,,46.19,39.26,32.33,500,EA,2021-03-09,true
53562-13036-65,Ultrasr,zololol,250mg/5ml,SUSPENSION,ORAL,NOVARTIS,CALCIUM_CHANNEL_BLOCKER,CARDIOVASCULAR,false,true,false,false,,87.33,71.61,,200,ML,1999-12-18,true
45761-13037-58,Kettidine,kettidine,2%,OINTMENT,ORAL,AUROBINDO,IMMUNOTHERAPY,ONCOLOGY,true,false,false,false,,26.55,22.57,18.59,45,ML,1986-10-05,true
51008-13038-29,Hydcycline,hydcycline,20mg,TABLET,ORAL,ZYDUS,ANXIOLYTIC,CNS,true,false,false,false,,26.29,22.35,18.40,100,EA,1982-09-27,true
51131-13039-80,Azfloxacin,azfloxacin,200mg,CAPSULE,TOPICAL,LUPIN,DIURETIC,CARDIOVASCULAR,true,false,false,false,,19.88,16.90,13.92,60,EA,2016-10-11,true
98917-13040-02,Predcycline,predcycline,500mg,TABLET,ORAL,TEVA,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,true,false,false,false,,34.12,29.00,23.88,90,EA,2021-02-12,false
91263-13041-64,Levcycline,levcycline,250mg,TABLET,ORAL,AUROBINDO,STATIN,CARDIOVASCULAR,true,false,false,false,,14.15,12.03,9.90,90,EA,1992-12-26,true
48759-13042-59,Risolol,risolol,50mg/ml,INJECTION,TOPICAL,DR_REDDY,LAXATIVE,GASTROINTESTINAL,true,false,false,false,,6.61,5.62,4.63,5,ML,2011-12-16,true
56943-13043-03,Predcycline,predcycline,500mg,TABLET,ORAL,ACTAVIS,THYROID,ENDOCRINE,true,false,false,false,,33.05,28.09,23.13,30,EA,2003-03-12,true
51652-13044-87,Theratri,serolol,20mg,CAPSULE,ORAL,MERCK,PENICILLIN,ANTIBIOTICS,false,true,false,false,,260.60,213.69,,60,EA,1994-04-11,true
01491-13045-64,Neurosr,dizepam,100mg/ml,INJECTION,INJECTION,ELI_LILLY,ANTIHISTAMINE,RESPIRATORY,false,true,false,false,,84.14,68.99,,5,ML,2006-04-19,true
70312-13046-45,Ibucillin,ibucillin,200mcg,INHALER,ORAL,CIPLA,THYROID,ENDOCRINE,true,false,false,false,,2.32,1.97,1.62,2,ML,2007-05-07,true
19936-13047-65,Theratri,cefcillin,75mg,CAPSULE,ORAL,MERCK,ANTICONVULSANT,CNS,false,true,false,false,,353.90,290.20,,30,EA,2005-03-15,true
29869-13048-22,Omcycline,omcycline,25mg,TABLET,ORAL,DR_REDDY,SGLT2_INHIBITOR,DIABETES,true,false,false,false,,44.12,37.50,30.88,100,EA,2019-06-28,true
61633-13049-84,Valcycline,valcycline,125mg/5ml,SUSPENSION,ORAL,ACTAVIS,VITAMIN,OTHER,true,false,false,false,,18.35,15.60,12.85,200,ML,1987-01-19,true
89132-13050-89,Hydstatin,hydstatin,75mg,CAPSULE,ORAL,ACTAVIS,ANXIOLYTIC,CNS,true,false,false,false,,37.29,31.70,26.10,500,EA,1987-11-28,true
50404-13051-72,Glucola,omdipine,90mcg,INHALER,ORAL,NOVARTIS,STATIN,CARDIOVASCULAR,false,true,false,false,,26.99,22.13,,2,ML,2015-11-16,true
67740-13052-68,Cefzolam,cefzolam,250mg,TABLET,ORAL,LUPIN,H2_BLOCKER,GASTROINTESTINAL,true,false,false,false,,41.43,35.22,29.00,500,EA,1997-01-19,true
75060-13053-38,Azvir,azvir,100mg,CAPSULE,TOPICAL,AUROBINDO,ACE_INHIBITOR,CARDIOVASCULAR,true,false,false,false,,3.86,3.28,2.70,90,EA,2006-08-07,true
11110-13054-18,Cipdipine,cipdipine,100mcg/hr,PATCH,ORAL,SANDOZ,ANTICOAGULANT,CARDIOVASCULAR,true,false,false,false,,32.20,27.37,22.54,5,ML,1982-03-18,true
36466-13055-49,Varstatin,varstatin,5mg,TABLET,TOPICAL,TEVA,CORTICOSTEROID,IMMUNOLOGY,true,false,false,false,,33.90,28.81,23.73,30,EA,2000-11-24,true
36554-13056-07,Parazole,parazole,250mg,TABLET,OPHTHALMIC,MYLAN,IMMUNOSUPPRESSANT,IMMUNOLOGY,true,false,false,false,,5.86,4.98,4.10,30,EA,2011-02-10,true
93904-13057-58,Hydcillin,hydcillin,0.1%,CREAM,ORAL,SUN_PHARMA,STIMULANT,CNS,true,false,false,true,II,6.48,5.51,4.54,30,ML,1984-08-28,true
56929-13058-18,Cardiod,gabsartan,40mg,TABLET,ORAL,ABBVIE,DECONGESTANT,RESPIRATORY,false,true,false,false,,156.23,128.11,,500,EA,2011-07-12,true
00694-13059-41,Xenoplus,valtriptan,25mg/5ml,SOLUTION,ORAL,ROCHE,MACROLIDE,ANTIBIOTICS,false,true,false,false,,373.64,306.38,,480,ML,1999-10-02,true
42924-13060-82,Rissartan,rissartan,20mg,CAPSULE,ORAL,DR_REDDY,TETRACYCLINE,ANTIBIOTICS,true,false,false,false,,47.16,40.09,33.01,500,EA,1990-05-17,true
03652-13061-91,Actiod,zolcillin,25mg,TABLET,ORAL,BAYER,BETA_BLOCKER,CARDIOVASCULAR,false,true,false,false,,265.19,217.46,,60,EA,2000-02-10,true
76325-13062-55,Simtidine,simtidine,250mg/ml,INJECTION,ORAL,SANDOZ,CEPHALOSPORIN,ANTIBIOTICS,true,false,false,false,,43.68,37.13,30.58,10,ML,1987-04-08,true
07579-13063-92,Doxprazole,doxprazole,50mg,SUPPOSITORY,ORAL,AUROBINDO,PSORIASIS_TREATMENT,DERMATOLOGY,true,false,false,false,,7.03,5.98,4.92,24,ML,1984-07-18,true
89368-13064-47,Flutidine,flutidine,50mg,CAPSULE,TOPICAL,SUN_PHARMA,ANTIHISTAMINE,RESPIRATORY,true,false,false,false,,48.92,41.58,34.24,60,EA,2006-05-28,true
72473-13065-83,Levdipine,levdipine,25mg,CAPSULE,ORAL,MYLAN,DIURETIC,CARDIOVASCULAR,true,false,false,false,,0.78,0.66,0.55,100,EA,2007-07-14,true
42229-13066-08,Xenola,valcillin,50mg,TABLET,TOPICAL,BAYER,OPIOID,CNS,false,true,false,true,II,329.79,270.43,,90,EA,2024-01-21,true
96782-13067-30,Valolol,valolol,40mg,TABLET,ORAL,LUPIN,TETRACYCLINE,ANTIBIOTICS,true,false,false,false,,47.92,40.73,33.54,100,EA,2003-10-23,false
77300-13068-80,Protriptan,protriptan,50mg,TABLET,ORAL,AUROBINDO,H2_BLOCKER,GASTROINTESTINAL,true,false,false,false,,6.85,5.82,4.79,60,EA,2017-09-15,true
51738-13069-04,Riscycline,riscycline,25mg,TABLET,ORAL,LUPIN,TETRACYCLINE,ANTIBIOTICS,true,false,false,false,,39.93,33.94,27.95,30,EA,2003-01-03,true
54101-13070-40,Venfloxacin,venfloxacin,50mg,TABLET,ORAL,DR_REDDY,GLP1_AGONIST,DIABETES,true,false,false,false,,4.02,3.42,2.81,100,EA,1987-01-19,true
80005-13071-89,Vensartan,vensartan,200mg,CAPSULE,ORAL,TEVA,VITAMIN,OTHER,true,false,false,false,,6.48,5.51,4.54,90,EA,2021-02-11,true
09186-13072-52,Bioer,ketsartan,100mg,TABLET,TOPICAL,BAYER,H2_BLOCKER,GASTROINTESTINAL,false,true,false,false,,276.58,226.80,,500,EA,2007-10-11,true
20241-13073-49,Zolvir,zolvir,40mg,TABLET,INJECTION,CIPLA,TARGETED_THERAPY,ONCOLOGY,true,false,false,false,,11.28,9.59,7.90,60,EA,2017-07-15,true
43045-13074-51,Ketdipine,ketdipine,100mg,TABLET,ORAL,DR_REDDY,CEPHALOSPORIN,ANTIBIOTICS,true,false,false,false,,4.53,3.85,3.17,60,EA,2020-01-08,true
61990-13075-98,Valzolam,valzolam,50mg,TABLET,ORAL,TEVA,OSTEOPOROSIS,ENDOCRINE,true,false,false,false,,37.44,31.82,26.21,90,EA,1997-06-10,true
84180-13076-87,Varazole,varazole,150mg,CAPSULE,ORAL,SANDOZ,DIURETIC,CARDIOVASCULAR,true,false,false,false,,28.22,23.99,19.75,100,EA,1997-07-19,true
02542-13077-87,Clodipine,clodipine,40mg,TABLET,INHALATION,MYLAN,ANTIPSYCHOTIC,CNS,true,false,false,false,,48.24,41.00,33.77,30,EA,1987-02-20,true
11648-13078-20,Varfloxacin,varfloxacin,150mg,CAPSULE,ORAL,ZYDUS,DIURETIC,CARDIOVASCULAR,true,false,false,false,,24.16,20.54,16.91,60,EA,1987-03-18,true
34014-13079-94,Immunoquad,gabpril,20mg,TABLET,ORAL,ABBVIE,ANTICOAGULANT,CARDIOVASCULAR,false,true,false,false,,433.91,355.81,,500,EA,1997-11-18,true
00041-13080-97,Risdipine,risdipine,75mg,CAPSULE,INJECTION,LUPIN,HORMONE_REPLACEMENT,ENDOCRINE,true,false,false,false,,10.78,9.16,7.55,60,EA,2001-11-13,true
88134-13081-85,Mediguard,clodipine,25mg,TABLET,INHALATION,JOHNSON_JOHNSON,IMMUNOSUPPRESSANT,IMMUNOLOGY,false,true,false,false,,130.96,107.39,,100,EA,2016-11-26,true
00638-13082-47,Valprazole,valprazole,5mg/5ml,SOLUTION,ORAL,LUPIN,TARGETED_THERAPY,ONCOLOGY,true,false,false,false,,31.13,26.46,21.79,480,ML,2001-01-13,true
03007-13083-06,Azsartan,azsartan,5mg/5ml,SOLUTION,ORAL,LUPIN,ANTACID,GASTROINTESTINAL,true,false,false,false,,5.66,4.81,3.96,480,ML,1999-07-01,true
03664-13084-27,Risfloxacin,risfloxacin,10mg/5ml,SOLUTION,ORAL,TEVA,INSULIN,DIABETES,true,false,false,false,,1.01,0.86,0.71,120,ML,2007-06-28,true
03214-13085-56,Zolpril,zolpril,100mg/5ml,SOLUTION,ORAL,AUROBINDO,OPIOID,CNS,true,false,false,false,,29.96,25.47,20.97,100,ML,1999-10-17,true
19320-13086-94,Omzolam,omzolam,20mg,TABLET,ORAL,DR_REDDY,ACNE_TREATMENT,DERMATOLOGY,true,false,false,false,,25.94,22.05,18.16,500,EA,2005-04-12,true
53279-13087-27,Warzolam,warzolam,50mg,CAPSULE,ORAL,CIPLA,METFORMIN,DIABETES,true,false,false,false,,40.28,34.24,28.20,60,EA,2018-08-06,true
21342-13088-31,Metdipine,metdipine,5mg,TABLET,ORAL,ZYDUS,METFORMIN,DIABETES,true,false,false,false,,29.90,25.41,20.93,30,EA,2001-01-24,true
43109-13089-40,Hydfloxacin,hydfloxacin,200mg,CAPSULE,ORAL,ZYDUS,STATIN,CARDIOVASCULAR,true,false,false,false,,26.55,22.57,18.59,30,EA,1998-10-10,true
93246-13090-43,Risfloxacin,risfloxacin,25mg,CAPSULE,TOPICAL,TEVA,CORTICOSTEROID,RESPIRATORY,true,false,false,false,,48.99,41.64,34.29,100,EA,1998-10-13,true
06573-13091-58,Renaer,omstatin,50mg,TABLET,ORAL,ABBVIE,ANTIPSYCHOTIC,CNS,false,true,false,false,,405.23,332.29,,500,EA,2019-11-01,true
87399-13092-68,Flexquad,protriptan,40mg,TABLET,INHALATION,ELI_LILLY,ED_TREATMENT,UROLOGY,false,true,false,false,,250.63,205.52,,100,EA,2000-07-08,true
21024-13093-51,Tamsartan,tamsartan,25mg,TABLET,TOPICAL,ACTAVIS,ANTIPSYCHOTIC,CNS,true,false,false,false,,8.88,7.55,6.22,500,EA,2017-05-25,true
04522-13094-21,Oncotri,risolol,25mg,TABLET,TOPICAL,MERCK,ANTIVIRAL,OTHER,false,true,false,false,,321.90,263.96,,60,EA,2014-04-10,true
78253-13095-91,Tamcillin,tamcillin,10mg,TABLET,ORAL,LUPIN,ANTIFUNGAL,DERMATOLOGY,true,false,false,false,,45.46,38.64,31.82,60,EA,2001-07-19,true
52332-13096-70,Levdipine,levdipine,25mg,CAPSULE,ORAL,MYLAN,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,true,false,false,false,,11.84,10.06,8.29,60,EA,1982-10-28,true
27882-13097-31,Tamcillin,tamcillin,5mg,TABLET,ORAL,ACTAVIS,CORTICOSTEROID,IMMUNOLOGY,true,false,false,false,,8.71,7.40,6.10,100,EA,2023-04-18,true
25236-13098-46,Ketdipine,ketdipine,75mg,CAPSULE,ORAL,DR_REDDY,ANTICOAGULANT,CARDIOVASCULAR,true,false,false,false,,11.84,10.06,8.29,100,EA,1990-06-15,true
06327-13099-71,Warolol,warolol,500mg,TABLET,ORAL,LUPIN,CHEMOTHERAPY,ONCOLOGY,true,false,false,false,,37.89,32.21,26.52,100,EA,2013-09-05,true
76010-13100-69,Doxzolam,doxzolam,100mg/ml,INJECTION,ORAL,ACTAVIS,SULFONYLUREA,DIABETES,true,false,false,false,,26.39,22.43,18.47,10,ML,2013-07-12,true
47870-13101-79,Warzepam,warzepam,5mg/5ml,SOLUTION,ORAL,ZYDUS,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,true,false,false,false,,11.45,9.73,8.01,240,ML,2010-04-15,true
01284-13102-81,Aztidine,aztidine,100mg,CAPSULE,INJECTION,TEVA,FLUOROQUINOLONE,ANTIBIOTICS,true,false,false,false,,12.08,10.27,8.46,500,EA,2016-05-20,true
70733-13103-52,Enprazole,enprazole,150mg,CAPSULE,ORAL,SANDOZ,CORTICOSTEROID,IMMUNOLOGY,true,false,false,false,,15.92,13.53,11.14,60,EA,2017-09-12,true
